Date,XLY Adjusted Close,XLE Adjusted Close,XLF Adjusted Close,XLI Adjusted Close,XLB Adjusted Close,FRESX Adjusted Close,XLK Adjusted Close,XLU Adjusted Close,SP500 Adjusted Close,Date_CPI,CPI_EOM
2013-08-07,56.581,75.234,15.326,42.081,37.592,29.572,29.91,34.379,1690.91,,
2013-08-06,57.082,75.499,15.431,42.146,37.573,29.66,29.985,34.222,1697.37,,
2013-08-05,57.319,75.965,15.573,42.461,37.926,29.774,30.143,34.397,1707.14,,
2013-08-02,57.442,76.148,15.603,42.628,38.028,29.819,30.078,34.624,1709.67,,
2013-08-01,57.035,76.486,15.611,42.544,37.814,29.951,29.947,34.668,1706.87,,
2013-07-31,56.165,75.262,15.363,41.831,37.536,30.004,29.63,34.379,1685.73,,
2013-07-30,55.871,75.015,15.356,41.683,37.666,30.489,29.733,34.633,1685.96,,
2013-07-29,56.013,75.161,15.363,41.507,37.759,30.603,29.583,34.519,1685.33,,
2013-07-26,56.307,75.792,15.476,41.618,37.545,30.859,29.63,34.458,1691.65,,
2013-07-25,56.127,75.983,15.491,41.757,37.684,30.868,29.546,34.335,1690.25,,
2013-07-24,56.051,75.481,15.476,41.739,37.332,30.815,29.527,34.02,1685.94,,
2013-07-23,56.24,76.33,15.588,42.063,37.684,31.45,29.331,34.546,1692.39,,
2013-07-22,56.316,76.202,15.648,42.091,37.573,31.511,29.452,34.458,1695.53,,
2013-07-19,56.354,76.449,15.543,42.063,37.536,31.362,29.368,34.493,1692.09,,
2013-07-18,56.401,75.399,15.536,41.637,37.295,31.441,29.873,34.484,1689.37,,
2013-07-17,56.08,74.604,15.333,41.22,37.276,31.168,29.947,34.187,1680.91,,
2013-07-16,56.051,74.276,15.266,41.099,36.933,31.026,29.919,34.204,1676.26,,
2013-07-15,56.354,74.732,15.326,41.322,37.212,30.991,29.901,34.388,1682.5,,
2013-07-12,56.496,74.796,15.258,41.174,37.119,30.93,29.817,33.836,1680.19,,
2013-07-11,56.231,74.376,15.153,41.424,37.249,31.079,29.798,33.731,1675.02,,
2013-07-10,55.436,73.783,15.011,40.775,36.655,30.312,29.303,33.197,1652.62,,
2013-07-09,55.38,74.239,15.101,40.784,36.664,30.356,29.21,33.013,1652.32,,
2013-07-08,55.162,73.49,14.973,40.219,36.108,29.933,29.098,32.777,1640.46,,
2013-07-05,54.651,73.016,14.861,40.108,35.904,29.88,29.116,32.313,1631.89,,
2013-07-03,54.065,72.121,14.598,39.488,35.663,29.889,28.93,32.409,1615.41,,
2013-07-02,53.819,72.166,14.643,39.469,35.654,30.162,28.761,32.531,1614.08,,
2013-07-01,53.724,72.011,14.628,39.895,35.765,29.686,28.715,32.54,1614.96,,
2013-06-28,53.355,71.5,14.583,39.497,35.561,29.81,28.565,32.952,1606.28,,
2013-06-27,53.166,71.801,14.673,39.729,35.756,29.986,28.687,32.873,1613.2,,
2013-06-26,52.712,71.664,14.486,39.339,35.774,29.404,28.547,32.803,1603.26,,
2013-06-25,52.059,71.226,14.343,38.96,35.607,29.025,28.379,32.391,1588.03,,
2013-06-24,51.595,70.322,14.081,38.524,35.394,28.522,28.145,31.971,1573.09,,
2013-06-21,52.068,71.381,14.336,39.182,35.969,28.672,28.491,31.997,1592.43,,
2013-06-20,51.968,71.259,14.323,39.158,36.091,28.249,28.663,31.586,1588.19,,
2013-06-19,53.364,73.403,14.637,40.07,37.048,29.413,29.314,32.505,1628.93,,
2013-06-18,53.977,74.085,14.838,40.688,37.334,30.348,29.658,33.267,1651.81,,
2013-06-17,53.43,73.667,14.741,40.218,37.168,30.251,29.425,33.042,1639.04,,
2013-06-14,53.138,72.622,14.599,39.904,36.855,30.145,29.156,32.938,1626.73,,
2013-06-13,53.307,73.331,14.794,40.172,37.122,30.021,29.379,32.895,1636.36,,
2013-06-12,52.327,72.122,14.517,39.591,36.45,29.219,29.044,32.366,1612.52,,
2013-06-11,52.911,72.567,14.674,39.868,36.634,29.616,29.239,32.687,1626.13,,
2013-06-10,53.439,73.685,14.921,40.236,37.15,30.11,29.546,32.903,1642.81,,
2013-06-07,53.6,73.894,14.913,40.356,36.975,30.356,29.481,32.912,1643.38,,
2013-06-06,52.638,72.976,14.659,39.61,36.634,30.386,29.212,32.713,1622.56,,
2013-06-05,52.091,72.431,14.458,39.361,36.395,29.885,29.147,32.331,1608.9,,
2013-06-04,52.968,73.285,14.697,40.089,37.223,30.166,29.435,32.617,1631.38,,
2013-06-03,53.156,73.867,14.831,40.31,37.269,30.605,29.565,32.73,1640.42,,
2013-05-31,52.921,73.158,14.816,40.116,37.085,30.412,29.416,32.661,1630.74,,
2013-05-30,53.524,74.703,15.062,40.503,37.674,30.825,29.695,32.86,1654.41,,
2013-05-29,53.524,74.876,14.883,40.264,37.555,31.124,29.509,32.773,1648.36,,
2013-05-28,54.081,75.039,14.883,40.494,37.674,31.747,29.583,33.267,1660.06,,
2013-05-24,53.562,74.258,14.734,40.282,37.334,32.011,29.444,33.657,1649.6,,
2013-05-23,53.722,74.694,14.719,40.411,37.463,32.064,29.49,34.021,1650.51,,
2013-05-22,53.835,74.658,14.809,40.522,37.444,32.591,29.5,34.255,1655.35,,
2013-05-21,54.354,75.53,14.965,40.881,37.959,33.408,29.825,34.845,1669.16,,
2013-05-20,54.109,75.684,14.928,40.826,38.005,33.215,29.918,34.776,1666.29,,
2013-05-17,54.269,74.63,14.898,40.706,37.969,33.162,29.918,34.949,1667.47,,
2013-05-16,53.75,73.403,14.704,40.098,37.564,32.969,29.62,34.62,1650.47,,
2013-05-15,54.382,73.767,14.801,40.301,37.739,33.136,29.462,34.906,1658.78,,
2013-05-14,54.09,73.976,14.667,40.135,37.527,32.855,29.37,34.576,1650.34,,
2013-05-13,53.543,72.94,14.42,39.646,37.067,32.74,29.277,34.342,1633.77,,
2013-05-10,53.534,72.949,14.375,39.803,37.334,32.591,29.351,34.524,1633.7,,
2013-05-09,53.119,73.331,14.316,39.683,37.371,32.424,29.267,34.446,1626.67,,
2013-05-08,53.024,73.394,14.42,39.683,37.417,32.661,29.351,34.975,1632.69,,
2013-05-07,52.987,73.276,14.301,39.434,37.094,32.67,29.119,35.287,1625.96,,
2013-05-06,52.543,72.713,14.226,39.075,36.745,32.538,29.137,34.949,1617.5,,
2013-05-03,52.374,72.222,14.077,38.826,36.644,32.363,28.998,35.443,1614.42,,
2013-05-02,51.723,70.941,13.927,38.172,36.009,32.275,28.728,35.512,1597.59,,
2013-05-01,51.223,70.023,13.808,37.702,35.751,32.029,28.366,35.556,1582.7,,
2013-04-30,51.497,71.131,13.965,38.199,36.395,32.257,28.617,35.911,1597.57,,
2013-04-29,51.355,70.85,13.927,38.19,36.34,31.906,28.31,35.816,1593.61,,
2013-04-26,51.176,70.141,13.868,37.997,35.797,31.651,27.911,35.521,1582.24,,
2013-04-25,51.402,70.259,13.927,38.107,36.312,31.721,27.92,35.469,1585.16,,
2013-04-24,50.969,70.204,13.845,37.914,35.917,31.871,27.827,35.46,1578.79,,
2013-04-23,50.931,69.277,13.763,37.527,35.383,31.791,27.781,35.348,1578.78,,
2013-04-22,50.422,68.487,13.517,37.259,35.079,31.607,27.483,35.261,1562.5,,
2013-04-19,50.205,67.76,13.502,37.213,34.748,31.695,27.27,35.304,1555.25,,
2013-04-18,49.611,67.896,13.315,37.029,34.343,31.211,27.233,34.784,1541.61,,
2013-04-17,50.158,67.324,13.457,37.195,34.444,31.273,27.521,34.672,1552.01,,
2013-04-16,50.676,68.832,13.711,37.822,34.96,31.624,28.097,34.871,1574.57,,
2013-04-15,49.96,67.996,13.502,37.315,34.334,31.115,27.753,34.455,1552.36,,
2013-04-12,51.308,70.886,13.793,38.485,35.65,31.721,28.217,34.958,1588.85,,
2013-04-11,51.035,72.013,13.853,38.706,36.183,31.668,28.338,34.81,1593.37,,
2013-04-10,50.61,71.704,13.823,38.605,36.027,31.431,28.431,34.732,1587.73,,
2013-04-09,50.026,71.322,13.636,38.098,35.779,31.273,27.939,34.455,1568.61,,
2013-04-08,50.158,70.722,13.599,37.978,35.364,31.299,27.744,34.559,1563.07,,
2013-04-05,49.592,70.25,13.464,37.757,35.254,30.957,27.623,34.299,1553.28,,
2013-04-04,49.837,70.095,13.509,37.831,35.401,30.851,27.836,34.151,1559.98,,
2013-04-03,49.554,70.186,13.39,37.665,35.098,30.394,27.827,33.831,1553.69,,
2013-04-02,50.016,71.522,13.614,37.895,35.392,30.482,28.05,33.926,1570.25,,
2013-04-01,49.601,71.931,13.532,38.015,35.742,30.359,27.939,33.813,1562.17,,
2013-03-28,49.979,72.077,13.599,38.439,36.055,30.298,28.124,33.891,1569.19,,
2013-03-27,49.799,72.286,13.561,38.209,35.917,30.183,28.069,33.484,1562.85,,
2013-03-26,49.78,72.049,13.629,38.209,35.926,30.183,28.143,33.328,1563.77,,
2013-03-25,49.535,71.295,13.539,38.015,35.677,29.929,27.967,33.016,1551.69,,
2013-03-22,49.62,71.568,13.576,38.356,35.953,29.885,28.032,33.085,1556.89,,
2013-03-21,49.017,71.004,13.494,38.061,35.907,29.683,27.855,33.033,1545.8,,
2013-03-20,49.432,71.368,13.659,38.448,36.533,29.814,28.171,33.198,1558.71,,
2013-03-19,48.866,70.968,13.569,38.402,36.257,29.665,28.032,32.955,1548.34,,
2013-03-18,49.215,71.758,13.644,38.439,36.413,29.841,28.069,32.869,1552.1,,
2013-03-15,49.592,72.34,13.778,38.679,36.671,30.025,28.059,33.051,1560.7,,
2013-03-14,49.782,72.397,13.732,38.649,36.64,29.981,28.177,32.835,1563.23,,
2013-03-13,49.726,71.42,13.642,38.466,36.42,29.788,27.973,32.766,1554.52,,
2013-03-12,49.453,71.583,13.605,38.282,36.512,29.77,27.991,32.62,1552.48,,
2013-03-11,49.594,71.502,13.68,38.502,36.484,29.893,28.093,32.706,1556.22,,
2013-03-08,49.472,71.465,13.575,38.374,36.282,29.841,28.028,32.629,1551.18,,
2013-03-07,48.955,71.122,13.538,38.016,35.989,29.806,27.973,32.56,1544.26,,
2013-03-06,48.87,70.76,13.441,37.989,35.888,29.999,27.908,32.706,1541.46,,
2013-03-05,48.908,70.678,13.352,37.989,35.577,30.06,27.927,32.723,1539.79,,
2013-03-04,48.419,70.226,13.24,37.456,35.338,29.841,27.547,32.551,1525.2,,
2013-03-01,47.996,70.38,13.129,37.53,35.293,29.639,27.464,32.225,1518.2,,
2013-02-28,47.883,70.289,13.092,37.594,35.274,29.472,27.418,32.165,1514.68,,
2013-02-27,47.648,70.434,13.114,37.622,35.21,29.507,27.473,32.053,1515.99,,
2013-02-26,46.934,69.376,12.913,36.924,34.596,29.27,27.242,31.761,1496.94,,
2013-02-25,46.473,68.697,12.846,36.704,34.23,29.112,27.085,31.666,1487.85,,
2013-02-22,47.206,70.543,13.203,37.475,35.036,29.656,27.473,31.95,1515.6,,
2013-02-21,46.943,69.81,13.04,37.181,34.578,29.366,27.14,31.632,1502.42,,
2013-02-20,47.338,70.298,13.144,37.456,34.899,29.665,27.362,31.769,1511.95,,
2013-02-19,48.071,71.8,13.345,37.952,35.907,29.84,27.742,31.829,1530.94,,
2013-02-15,47.893,70.977,13.218,37.677,36.062,29.621,27.557,31.554,1519.79,,
2013-02-14,47.836,71.8,13.278,37.658,36.072,29.603,27.575,31.486,1521.38,,
2013-02-13,47.817,71.185,13.233,37.603,36.191,29.708,27.649,31.743,1520.33,,
2013-02-12,47.714,70.932,13.263,37.401,36.062,29.77,27.658,31.743,1519.43,,
2013-02-11,47.526,70.742,13.159,37.236,36.044,29.559,27.751,31.606,1517.01,,
2013-02-08,47.686,71.095,13.099,37.264,36.09,29.507,27.695,31.529,1517.93,,
2013-02-07,47.319,70.434,13.069,37.117,35.879,29.235,27.455,31.529,1509.39,,
2013-02-06,47.423,70.615,13.107,37.163,36.072,29.358,27.455,31.486,1512.12,,
2013-02-05,47.319,70.57,13.084,37.154,36.035,29.279,27.464,31.391,1511.29,,
2013-02-04,46.821,69.964,12.958,36.814,35.852,29.305,27.149,31.305,1495.71,,
2013-02-01,47.404,70.633,13.107,37.135,36.2,29.349,27.51,31.52,1513.17,,
2013-01-31,47.131,69.982,12.935,36.777,35.76,29.156,27.205,31.434,1498.11,,
2013-01-30,47.357,70.217,12.943,36.906,36.09,29.331,27.159,31.357,1501.96,,
2013-01-29,47.441,70.57,13.002,37.245,36.292,29.594,27.242,31.331,1507.84,,
2013-01-28,47.629,69.448,12.95,37.163,36.09,29.551,27.205,31.116,1500.18,,
2013-01-25,47.855,69.566,13.002,37.135,36.438,29.498,27.112,31.133,1502.96,,
2013-01-24,47.357,68.914,12.943,37.016,36.31,29.296,27.085,30.979,1494.82,,
2013-01-23,46.999,68.715,12.876,36.796,36.2,29.226,27.557,30.841,1494.81,,
2013-01-22,46.962,68.95,12.883,36.786,36.402,29.2,27.27,30.919,1492.56,,
2013-01-18,46.84,68.299,12.764,36.64,36.053,29.06,27.196,30.661,1485.98,,
2013-01-17,46.783,67.629,12.749,36.346,35.815,28.919,27.233,30.42,1480.94,,
2013-01-16,46.294,67.204,12.757,35.961,35.54,28.858,27.122,30.3,1472.63,,
2013-01-15,46.398,66.906,12.749,36.107,35.797,28.911,27.029,30.446,1472.34,,
2013-01-14,46.059,66.607,12.697,36.007,35.76,28.727,27.205,30.36,1470.68,,
2013-01-11,45.946,66.598,12.734,35.869,35.751,28.718,27.381,30.42,1472.05,,
2013-01-10,45.909,66.517,12.764,35.997,35.806,28.744,27.344,30.386,1472.12,,
2013-01-09,45.646,65.919,12.608,35.823,35.65,28.735,27.205,30.257,1461.02,,
2013-01-08,45.57,66.028,12.623,35.465,35.421,28.63,27.159,30.317,1457.15,,
2013-01-07,45.702,66.245,12.66,35.74,35.366,28.691,27.26,30.412,1461.89,,
2013-01-04,45.815,66.761,12.69,35.896,35.439,28.604,27.297,30.712,1466.47,,
2013-01-03,45.646,66.028,12.541,35.63,35.009,28.49,27.408,30.558,1459.37,,
2013-01-02,45.533,66.046,12.556,35.612,35.265,28.525,27.584,30.558,1462.42,,
2012-12-31,44.602,64.617,12.199,34.777,34.404,28.174,26.696,30.008,1426.19,,
2012-12-28,43.728,63.178,12.042,34.153,33.744,27.832,26.243,29.604,1402.43,,
2012-12-27,44.085,64.3,12.139,34.529,34.175,28.06,26.539,29.905,1418.1,,
2012-12-26,44.028,64.418,12.184,34.584,34.294,27.938,26.566,29.956,1419.83,,
2012-12-24,44.489,64.707,12.184,34.704,34.083,28.122,26.714,30.214,1426.66,,
2012-12-21,44.452,65.205,12.206,34.804,33.909,28.052,26.789,30.343,1430.15,,
2012-12-20,44.85,65.873,12.352,35.025,34.211,28.157,27.022,30.454,1443.69,,
2012-12-19,44.757,65.432,12.182,34.843,33.884,27.762,26.976,30.361,1435.81,,
2012-12-18,45.074,65.882,12.256,35.034,34.03,27.824,27.114,30.59,1446.79,,
2012-12-17,44.551,64.694,12.078,34.587,33.63,27.561,26.718,30.378,1430.36,,
2012-12-14,43.767,64.109,11.834,34.269,33.294,27.385,26.396,29.919,1413.58,,
2012-12-13,43.953,64.352,11.878,34.342,33.048,27.367,26.654,30.038,1419.45,,
2012-12-12,44.243,64.955,11.938,34.451,33.139,27.593,26.847,30.157,1428.48,,
2012-12-11,44.187,64.721,11.886,34.396,33.221,27.654,26.893,30.208,1427.84,,
2012-12-10,44.047,64.343,11.827,34.323,32.958,27.593,26.534,30.14,1418.55,,
2012-12-07,44.299,64.415,11.856,34.15,32.749,27.593,26.47,30.132,1418.07,,
2012-12-06,44.131,64.028,11.76,33.932,32.476,27.489,26.608,30.106,1413.94,,
2012-12-05,43.851,63.821,11.723,33.941,32.394,27.21,26.451,30.123,1409.28,,
2012-12-04,43.981,63.38,11.583,33.585,32.785,27.315,26.718,29.673,1407.05,,
2012-12-03,44.168,63.614,11.612,33.458,32.721,27.271,26.764,29.826,1409.46,,
2012-11-30,44.402,63.965,11.657,33.822,33.339,27.158,26.801,30.013,1416.18,,
2012-11-29,44.364,64.019,11.671,33.895,33.312,27.088,26.828,29.698,1415.95,,
2012-11-28,44.243,63.875,11.612,33.704,33.085,26.957,26.7,29.528,1409.93,,
2012-11-27,43.673,63.299,11.568,33.421,32.949,27.036,26.543,29.409,1398.94,,
2012-11-26,43.851,63.83,11.671,33.494,33.094,27.21,26.663,29.333,1406.29,,
2012-11-23,44.056,64.46,11.716,33.467,33.067,27.167,26.543,28.967,1409.15,,
2012-11-21,43.477,63.56,11.575,33.039,32.649,26.931,26.12,29.044,1391.03,,
2012-11-20,43.327,63.218,11.575,32.993,32.594,26.966,26.037,29.171,1387.81,,
2012-11-19,43.113,63.47,11.516,32.966,32.567,26.827,26.148,29.222,1386.89,,
2012-11-16,42.206,62.039,11.302,32.356,31.668,26.461,25.448,29.197,1359.88,,
2012-11-15,41.926,61.796,11.228,32.265,31.595,26.295,25.412,28.95,1353.33,,
2012-11-14,41.954,61.715,11.205,32.265,31.704,26.426,25.559,29.12,1355.49,,
2012-11-13,42.589,62.471,11.405,33.039,32.249,26.975,25.816,29.324,1374.53,,
2012-11-12,42.468,62.732,11.486,33.13,32.304,26.975,25.945,29.214,1380.03,,
2012-11-09,42.431,62.606,11.464,33.039,32.304,27.01,25.982,29.46,1379.85,,
2012-11-08,42.636,62.624,11.449,32.948,32.367,27.079,25.862,29.639,1377.51,,
2012-11-07,43.337,63.776,11.546,33.294,32.812,27.428,26.24,29.69,1394.53,,
2012-11-06,43.851,65.486,11.945,34.096,33.339,27.55,26.911,30.327,1428.39,,
2012-11-05,43.617,64.451,11.812,33.731,32.994,27.41,26.792,30.31,1417.26,,
2012-11-02,43.505,63.965,11.834,33.549,32.767,27.602,26.644,30.811,1414.2,,
2012-11-01,43.533,65.036,11.908,33.831,33.366,27.393,26.994,31.024,1427.59,,
2012-10-31,43.038,64.757,11.76,33.239,32.731,27.297,26.562,31.355,1412.16,,
2012-10-26,42.898,64.775,11.686,33.084,32.803,27.045,26.672,31.083,1411.94,,
2012-10-25,42.758,64.694,11.745,33.057,32.74,27.245,26.626,31.083,1412.97,,
2012-10-24,42.86,64.091,11.716,32.875,32.812,27.376,26.681,30.93,1408.75,,
2012-10-23,43.029,64.586,11.716,33.084,32.83,27.376,26.838,31.16,1413.11,,
2012-10-22,43.374,66.125,11.915,33.421,33.848,27.646,27.132,31.449,1433.82,,
2012-10-19,43.514,66.458,11.915,33.513,33.693,27.82,26.948,31.534,1433.19,,
2012-10-18,44.308,67.521,12.078,34.086,34.411,28.012,27.574,31.789,1457.34,,
2012-10-17,44.28,67.53,12.056,33.986,34.402,27.733,27.896,31.644,1460.91,,
2012-10-16,44.028,66.692,11.901,33.786,34.12,27.82,28.043,31.262,1454.92,,
2012-10-15,43.636,65.648,11.827,33.431,33.321,27.672,27.666,31.143,1440.13,,
2012-10-12,43.206,65.315,11.694,33.203,33.039,27.454,27.528,31.015,1428.59,,
2012-10-11,43.215,65.675,11.856,33.166,33.185,27.559,27.546,31.194,1432.84,,
2012-10-10,43.412,65.189,11.79,33.066,33.048,27.567,27.657,31.16,1432.56,,
2012-10-09,43.682,66.431,11.797,33.376,33.412,27.428,27.767,31.211,1441.48,,
2012-10-08,44.392,66.341,11.871,33.768,33.73,27.515,28.126,31.27,1455.88,,
2012-10-05,44.477,66.233,11.878,33.85,33.793,27.593,28.42,31.219,1460.93,,
2012-10-04,44.346,66.386,11.886,33.74,33.63,27.524,28.567,31.27,1461.4,,
2012-10-03,43.944,65.729,11.708,33.549,33.203,27.602,28.485,31.092,1450.99,,
2012-10-02,43.598,66.548,11.605,33.376,33.357,27.515,28.337,30.939,1445.75,,
2012-10-01,43.682,66.431,11.583,33.431,33.539,27.349,28.301,30.777,1444.49,,
2012-09-28,43.71,66.098,11.531,33.276,33.43,27.576,28.365,30.922,1440.67,,
2012-09-27,43.897,66.413,11.568,33.412,33.621,27.602,28.567,30.777,1447.15,,
2012-09-26,43.458,65.522,11.464,33.103,33.212,27.445,28.199,30.905,1433.32,,
2012-09-25,43.757,66.152,11.538,33.23,33.376,27.48,28.402,30.837,1441.59,,
2012-09-24,44.28,66.881,11.716,33.677,33.921,27.916,28.807,30.905,1456.89,,
2012-09-21,44.402,67.224,11.708,33.677,34.02,28.003,28.991,30.616,1460.15,,
2012-09-20,44.434,67.148,11.748,33.777,34.169,28.012,28.954,30.598,1460.26,,
2012-09-19,44.489,66.96,11.815,34.103,34.223,28.465,29.009,30.472,1461.05,,
2012-09-18,44.033,67.614,11.822,34.021,34.033,28.622,28.981,30.438,1459.32,,
2012-09-17,44.247,68.098,11.881,34.012,34.123,28.918,28.963,30.531,1461.19,,
2012-09-14,44.415,68.618,11.991,34.175,34.657,29.005,28.935,30.724,1465.77,,
2012-09-13,44.238,67.721,11.896,33.967,34.232,28.822,28.798,30.934,1459.99,,
2012-09-12,43.679,66.637,11.594,33.587,33.409,28.447,28.413,30.506,1436.56,,
2012-09-11,43.465,66.234,11.549,33.451,33.455,28.378,28.257,30.682,1433.56,,
2012-09-10,43.484,65.535,11.454,33.27,33.337,28.282,28.184,30.758,1429.08,,
2012-09-07,43.549,65.822,11.549,33.487,33.391,28.534,28.486,30.791,1437.92,,
2012-09-06,43.316,64.701,11.432,33.207,32.75,28.496,28.532,30.892,1432.12,,
2012-09-05,42.367,63.366,11.166,32.473,31.945,28.227,27.909,30.548,1403.44,,
2012-09-04,42.302,63.608,11.166,32.564,31.801,28.296,27.937,30.682,1404.94,,
2012-08-31,42.404,64.101,11.166,32.908,32.217,28.088,27.937,30.564,1406.58,,
2012-08-30,42.227,63.465,11.085,32.709,31.909,28.009,27.717,30.598,1399.48,,
2012-08-29,42.46,64.146,11.144,32.989,32.199,28.053,28.028,30.749,1410.49,,
2012-08-28,42.255,64.576,11.122,32.998,32.126,28.044,27.973,30.8,1409.3,,
2012-08-27,42.171,64.531,11.137,33.125,32.199,27.949,28.038,30.859,1410.44,,
2012-08-24,42.237,64.504,11.144,33.225,32.388,27.87,28.01,30.791,1411.13,,
2012-08-23,41.892,64.128,11.085,33.071,32.452,27.74,27.836,30.649,1402.08,,
2012-08-22,42.181,64.845,11.196,33.342,33.003,27.827,28.065,30.968,1413.49,,
2012-08-21,42.06,64.603,11.211,33.505,32.732,27.81,28.019,31.018,1413.17,,
2012-08-20,42.116,64.809,11.174,33.578,32.687,27.783,28.202,31.246,1418.13,,
2012-08-17,42.292,65.033,11.144,33.65,32.75,27.888,28.175,31.187,1418.16,,
2012-08-16,42.134,65.06,11.107,33.487,32.795,27.836,28.019,31.271,1415.51,,
2012-08-15,41.79,64.486,11.034,33.152,32.316,27.644,27.644,31.346,1405.53,,
2012-08-14,41.659,64.495,10.997,33.08,32.262,27.488,27.634,31.498,1403.93,,
2012-08-13,41.557,64.612,11.012,33.125,32.406,27.54,27.689,31.531,1404.11,,
2012-08-10,41.538,64.854,11.004,33.198,32.587,27.566,27.607,31.565,1405.87,,
2012-08-09,41.576,64.737,10.997,33.044,32.614,27.523,27.543,31.473,1402.8,,
2012-08-08,41.604,64.298,11.004,33.017,32.433,27.601,27.451,31.473,1402.22,,
2012-08-07,41.808,64.244,11.004,33.062,32.397,27.836,27.442,31.431,1401.35,,
2012-08-06,41.417,63.294,10.96,32.727,32.027,28.14,27.259,31.758,1394.23,,
2012-08-03,41.268,63.124,10.916,32.727,31.738,28.192,27.066,31.834,1390.99,,
2012-08-02,40.468,61.672,10.666,32.03,31.123,27.923,26.544,31.464,1365,,
2012-08-01,40.365,62.721,10.747,32.193,31.494,27.905,26.718,31.641,1375.32,,
2012-07-31,40.533,62.416,10.798,32.41,31.485,27.966,26.81,31.885,1379.32,,
2012-07-30,41.064,63.106,10.85,32.501,31.701,27.975,26.7,32.145,1385.3,,
2012-07-27,41.222,62.927,10.872,32.591,31.729,27.896,26.691,32.028,1385.97,,
2012-07-26,40.421,61.834,10.673,31.894,31.159,27.575,26.123,31.658,1360.02,,
2012-07-25,39.779,60.122,10.511,31.415,31.015,27.305,25.729,31.17,1337.89,,
2012-07-24,39.863,60.077,10.474,31.306,31.015,27.297,25.829,31.187,1338.31,,
2012-07-23,40.133,61.054,10.504,31.659,31.503,27.401,26.095,31.464,1350.52,,
2012-07-20,40.728,61.646,10.592,31.822,32.009,27.592,26.352,31.674,1362.66,,
2012-07-19,41.231,61.502,10.754,32.22,32.208,27.766,26.654,31.607,1376.51,,
2012-07-18,40.961,61.314,10.82,32.066,31.864,28.062,26.425,31.548,1372.78,,
2012-07-17,40.747,60.785,10.872,31.478,31.674,28.244,25.976,31.447,1363.67,,
2012-07-16,40.347,60.033,10.813,31.342,31.277,27.975,25.875,31.38,1353.64,,
2012-07-13,40.607,59.835,10.835,31.559,31.394,27.931,25.903,31.397,1356.78,,
2012-07-12,39.956,58.805,10.54,30.962,30.843,27.584,25.564,31.119,1334.76,,
2012-07-11,40.049,59.002,10.651,31.08,30.997,27.531,25.82,31.077,1341.45,,
2012-07-10,40.282,58.213,10.562,31.333,31.096,27.488,25.939,30.918,1341.47,,
2012-07-09,40.524,59.136,10.643,31.849,31.566,27.836,26.232,30.867,1352.46,,
2012-07-06,40.747,59.405,10.658,31.867,31.765,27.81,26.287,30.968,1354.68,,
2012-07-05,40.943,60.131,10.747,32.302,32.135,27.74,26.681,31.035,1367.58,,
2012-07-03,40.84,60.929,10.909,32.338,32.18,27.905,26.681,31.22,1374.02,,
2012-07-02,40.877,59.504,10.85,32.003,31.729,27.74,26.471,31.296,1365.51,,
2012-06-29,40.756,59.477,10.783,32.283,31.891,27.488,26.324,31.103,1362.16,,
2012-06-28,39.909,57.738,10.511,31.197,30.96,26.732,25.609,30.926,1329.04,,
2012-06-27,40.133,57.344,10.518,31.224,30.951,26.463,25.82,30.817,1331.85,,
2012-06-26,40.188,56.179,10.393,30.926,30.617,26.376,25.664,30.472,1319.99,,
2012-06-25,39.695,55.579,10.341,30.872,30.518,26.245,25.564,30.43,1313.72,,
2012-06-22,40.319,56.851,10.562,31.451,30.906,26.393,26.095,30.489,1335.02,,
2012-06-21,40.142,56.475,10.467,31.342,30.744,26.419,25.811,30.48,1325.51,,
2012-06-20,41.036,58.885,10.702,31.967,31.783,26.88,26.434,30.8,1355.69,,
2012-06-19,41.082,59.118,10.68,32.139,31.964,26.888,26.388,31.103,1357.98,,
2012-06-18,40.71,58.276,10.504,31.713,31.367,26.767,26.187,31.17,1344.78,,
2012-06-15,40.421,58.805,10.562,31.641,31.204,26.584,25.994,31.052,1342.84,,
2012-06-14,40.028,57.702,10.417,31.366,30.847,26.419,25.72,30.899,1329.1,,
2012-06-13,39.5,56.81,10.292,31.122,30.596,26.011,25.593,30.691,1314.88,,
2012-06-12,40.084,57.541,10.329,31.438,31.072,26.193,25.748,30.682,1324.18,,
2012-06-11,39.657,56.738,10.175,30.942,30.506,25.932,25.492,30.649,1308.93,,
2012-06-08,40.27,57.523,10.365,31.348,31.081,26.523,25.857,30.674,1325.66,,
2012-06-07,39.917,57.514,10.241,31.113,30.874,26.167,25.574,30.608,1314.99,,
2012-06-06,39.917,57.479,10.248,30.942,30.821,26.323,25.702,30.374,1315.13,,
2012-06-05,39.073,55.757,9.955,30.141,30.066,25.733,25.127,29.958,1285.5,,
2012-06-04,38.86,55.285,9.794,30.051,29.778,25.255,24.972,29.849,1278.18,,
2012-06-01,38.72,55.329,9.889,30.366,29.751,25.394,24.826,29.749,1278.04,,
2012-05-31,39.982,56.747,10.27,31.231,30.398,26.098,25.492,29.874,1310.33,,
2012-05-30,40.065,57.247,10.182,31.348,30.524,25.898,25.611,29.716,1313.32,,
2012-05-29,40.706,59.057,10.424,31.879,31.081,26.539,25.775,29.899,1332.42,,
2012-05-25,40.149,58.085,10.277,31.456,30.551,26.132,25.437,29.808,1317.82,,
